,date,id,meals,occasion
405,1900-03-14,12970.0,DINNER,UNKNOWN
406,1900-03-14,12971.0,DINNER,UNKNOWN
407,1900-03-14,12972.0,DINNER,UNKNOWN
408,1900-03-14,12973.0,DAILY,UNKNOWN
409,1900-03-14,12974.0,LUNCH,UNKNOWN
410,1900-03-14,12975.0,DINNER,UNKNOWN
411,1900-03-15,12976.0,LUNCH,UNKNOWN
412,1900-03-15,12978.0,BANQUET,UNKNOWN
413,1900-03-15,12979.0,DINNER,UNKNOWN
414,1900-03-15,12980.0,DINNER,UNKNOWN
415,1900-03-16,12982.0,DINNER,UNKNOWN
416,1900-03-15,12983.0,LUNCH,UNKNOWN
417,1900-03-16,12984.0,BREAKFAST,UNKNOWN
418,1900-03-16,12985.0,LUNCH,UNKNOWN
419,1900-03-17,12986.0,LUNCH,UNKNOWN
420,1900-03-17,12987.0,LUNCH,UNKNOWN
421,1900-03-17,12988.0,LUNCH,UNKNOWN
422,1900-02-15,12991.0,DINNER,RITE
423,1900-02-15,12992.0,DAILY,UNKNOWN
424,1900-02-15,12993.0,UNKNOWN,UNKNOWN
425,1900-02-15,12994.0,LUNCH,UNKNOWN
426,1900-02-15,12995.0,BANQUET,UNKNOWN
427,1900-02-15,12996.0,DINNER,UNKNOWN
428,1900-02-15,12997.0,DAILY,UNKNOWN
429,1900-02-15,12998.0,DAILY,UNKNOWN
430,1900-02-15,12999.0,DINNER,UNKNOWN
431,1900-04-09,13000.0,UNKNOWN,UNKNOWN
432,1900-04-10,13001.0,BANQUET,RITE
433,1900-04-10,13002.0,DINNER,RITE
434,1900-04-10,13003.0,DINNER,EVENT
435,1900-04-10,13004.0,DINNER,UNKNOWN
436,1900-04-11,13005.0,DINNER,UNKNOWN
437,1900-05-03,13006.0,LUNCH,UNKNOWN
438,1900-05-03,13007.0,DINNER,UNKNOWN
439,1900-05-03,13008.0,DINNER,EVENT
440,1900-05-03,13009.0,DINNER,UNKNOWN
441,1900-05-04,13012.0,DINNER,UNKNOWN
442,1900-05-04,13013.0,BREAKFAST,UNKNOWN
443,1900-05-04,13014.0,BREAKFAST,UNKNOWN
444,1900-05-04,13015.0,DINNER,UNKNOWN
